Month,WeekOfMonth,DayOfWeek,AccidentArea,MonthClaimed,WeekOfMonthClaimed,DayOfWeekClaimed,Sex,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,UnusualDeductible,ClaimsPerAgent,MaritalStatus,PriceToAgeRatio,PriceToAgeRatio_Capped,HighRiskVehicleFlag,ClaimAmountRisk,DaysBetween,ClaimProcessingTime,FraudFound_P
6,5,5,1,7,1,2,1,30,0,13,1,1,3,400,3,4,4,1,6,33,0,0,0,5,0,1,1995,3,0,15179,0,0.2513144282809061,0.2513144282809061,0,3,1,364,1
5,2,5,1,5,4,1,1,39,1,11,1,1,13,500,1,4,4,0,6,38,0,0,0,0,3,1,1994,1,1,15179,1,0.3434352208423143,0.3434352208423143,0,2,1,368,1
1,1,7,1,1,1,1,1,21,0,19,1,4,8,400,1,4,4,0,4,28,0,0,0,0,0,1,1994,1,0,15179,0,0.7443901908159768,0.6622688966885861,0,4,1,359,1
12,5,5,1,1,1,2,1,24,0,13,1,1,8,400,3,1,4,1,2,28,0,0,0,0,0,1,1994,3,0,15179,0,0.657001991982783,0.3415084197534395,0,3,3,9,1
11,2,1,1,2,1,3,1,50,0,12,1,2,15,400,3,4,4,1,5,46,0,0,0,4,0,1,1995,2,0,15179,0,0.406025304979969,0.406025304979969,0,7,1,91,1
2,1,4,1,2,1,3,0,44,0,12,1,0,5,400,2,4,4,0,6,38,0,0,0,5,0,1,1995,2,0,15179,1,0.22232932607566652,0.22232932607566652,0,1,1,369,1
5,2,1,1,5,2,3,0,49,0,12,1,0,1,400,2,4,4,2,5,45,0,0,0,3,0,1,1996,2,0,15179,0,0.17264637316327794,0.17264637316327794,0,0,1,374,1
1,3,2,1,1,3,2,1,39,0,11,1,1,7,400,3,4,4,2,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.30387832894705347,0.30387832894705347,0,4,1,365,1
2,3,3,1,4,3,2,1,33,0,13,1,1,15,400,2,4,4,0,6,34,0,0,0,0,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,411,1
6,4,6,0,7,4,4,1,51,0,13,1,0,13,400,1,4,4,0,6,45,0,0,0,0,0,2,1994,3,0,15179,1,0.22187713718106974,0.22187713718106974,0,1,1,370,1
1,2,1,0,1,3,4,1,29,0,11,1,0,8,400,1,4,4,0,4,33,0,0,0,0,0,1,1995,1,0,15179,0,0.25483301881382014,0.25483301881382014,0,1,1,374,1
1,3,6,1,1,3,2,1,44,0,13,1,1,10,400,3,4,4,2,6,38,0,0,0,0,0,1,1995,3,0,15179,0,0.318515701985676,0.318515701985676,0,5,1,365,1
4,2,2,1,4,3,1,1,43,0,12,1,1,14,500,1,4,4,0,6,38,0,0,0,4,3,1,1994,2,1,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,372,1
3,2,2,1,7,1,4,1,35,0,11,1,1,10,400,3,4,4,1,4,37,0,0,0,4,0,1,1994,1,0,15179,0,0.4031899340706388,0.4031899340706388,0,7,1,481,1
1,2,2,1,1,3,4,0,34,0,11,1,1,6,400,2,4,4,0,5,33,0,0,0,1,0,1,1995,1,0,15179,1,0.2567009134318536,0.2567009134318536,0,2,1,375,1
1,1,4,0,4,3,2,1,27,0,11,1,2,13,400,2,4,4,0,5,33,0,0,0,2,2,1,1994,1,0,15179,1,0.39004862923666156,0.39004862923666156,0,4,1,439,1
1,3,6,1,1,3,3,1,51,0,11,1,1,5,400,4,4,4,0,7,45,0,0,0,0,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,361,1
5,2,4,1,5,3,1,1,48,0,11,1,0,15,400,1,4,4,1,7,45,0,0,0,0,0,1,1995,1,0,15179,1,0.19026715524471335,0.19026715524471335,0,0,1,368,1
8,5,5,0,9,1,1,0,34,0,11,1,1,11,400,1,4,4,0,5,33,0,0,0,1,0,1,1995,1,0,15179,0,0.28330737382670224,0.28330737382670224,0,1,1,369,1
2,2,1,1,3,1,3,1,63,0,11,1,2,12,400,2,4,4,3,5,58,0,0,0,0,0,1,1994,1,0,15179,1,0.37877051508220816,0.37877051508220816,0,5,1,389,1
5,1,1,0,5,2,1,1,36,0,11,1,0,4,400,3,4,4,0,5,38,0,0,0,4,0,1,1994,1,0,15179,0,0.13908657886521392,0.13908657886521392,0,0,1,372,1
11,3,3,1,1,2,3,1,35,0,11,1,1,14,400,3,4,4,0,5,33,0,0,0,2,0,1,1995,1,0,15179,0,0.28334373656955425,0.28334373656955425,0,3,1,58,1
5,3,1,1,5,4,2,1,30,0,13,1,1,13,400,3,4,4,0,5,33,0,0,0,0,0,1,1994,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,373,1
4,1,3,1,4,2,4,1,20,0,21,2,5,5,400,2,4,4,0,2,23,0,0,0,0,0,1,1994,1,0,15179,0,1.0655864450108752,0.6931471805599453,0,10,1,373,1
1,2,6,0,2,2,4,1,38,0,13,1,0,1,400,3,4,4,0,5,38,0,0,0,0,0,1,1994,3,0,15179,0,0.20194133715450024,0.20194133715450024,0,0,1,370,1
7,3,6,1,7,3,5,1,35,0,11,1,1,5,400,1,4,4,1,4,33,0,0,0,0,0,1,1994,1,0,15179,0,0.42779031730328443,0.42779031730328443,0,2,1,363,1
4,2,5,1,4,2,2,0,51,0,12,1,4,1,400,1,4,4,1,5,45,0,0,0,2,0,1,1994,2,0,15179,0,0.595216137507211,0.595216137507211,0,4,1,382,1
6,2,3,1,6,2,1,1,41,0,12,1,4,6,400,2,4,4,1,6,38,0,0,0,0,0,1,1996,2,0,15179,0,0.5483346496216762,0.5483346496216762,0,8,1,362,1
4,2,2,1,4,3,2,1,49,0,13,1,1,4,400,1,4,4,0,6,45,0,0,0,1,0,1,1994,3,0,15179,0,0.24447693424982989,0.24447693424982989,0,1,1,372,1
5,3,3,1,5,4,1,1,43,0,11,1,1,5,400,3,4,4,2,5,38,0,0,0,2,0,1,1996,1,0,15179,1,0.2873792410001337,0.2873792410001337,0,3,1,370,1
10,4,1,1,10,1,5,1,40,0,12,1,3,5,400,3,4,4,1,5,38,0,0,0,0,0,1,1994,2,0,15179,0,0.5757058838153133,0.5757058838153133,0,11,1,371,1
9,1,2,0,9,3,2,1,35,0,11,1,2,5,400,2,4,4,1,5,35,0,0,0,0,0,1,1995,1,0,15179,0,0.37738538223956003,0.37738538223956003,0,5,1,394,1
1,3,1,1,2,3,1,1,43,0,11,1,0,3,400,1,4,4,1,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.24133491180306782,0.24133491180306782,0,0,1,395,1
8,4,2,1,8,4,4,1,46,0,11,1,1,5,400,4,4,4,2,7,45,0,0,0,4,0,1,1995,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,374,1
3,1,6,0,3,1,1,1,44,0,11,1,2,3,400,1,4,4,0,6,38,0,0,0,0,0,1,1995,1,0,15179,1,0.3643217608774882,0.3643217608774882,0,2,1,359,1
4,1,4,1,4,3,2,1,42,0,11,1,1,8,400,1,4,4,1,6,38,0,0,0,5,0,1,1996,1,0,15179,1,0.25484077014668804,0.25484077014668804,0,1,1,375,1
7,3,5,1,7,3,4,1,60,0,12,1,2,6,400,3,4,4,2,6,58,0,0,0,3,0,1,1996,2,0,15179,1,0.3228655297665933,0.3228655297665933,0,7,1,371,1
10,3,4,1,10,4,3,1,51,0,13,1,4,14,400,1,4,4,0,7,45,0,0,0,0,0,1,1995,3,0,15179,1,0.4874234753218498,0.4874234753218498,0,4,1,370,1
5,2,1,1,5,2,1,1,52,0,12,2,2,13,400,2,4,4,2,6,45,0,0,0,1,0,1,1995,2,0,15179,1,0.36413575207141585,0.36413575207141585,0,3,1,372,1
3,2,3,1,7,1,4,0,36,0,13,1,2,10,400,3,4,4,1,5,38,0,0,0,3,0,1,1994,1,0,15179,1,0.4742523447075675,0.4742523447075675,0,8,1,480,1
3,4,1,1,4,1,2,1,50,0,12,1,1,15,700,2,4,4,0,7,45,0,0,0,2,0,1,1994,2,1,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,367,1
6,1,4,0,6,1,4,1,46,0,31,3,5,14,400,3,4,4,0,6,45,0,0,0,1,0,1,1994,1,0,15179,0,0.5703371885779128,0.5703371885779128,0,15,1,365,1
4,4,3,1,5,1,2,1,19,0,13,1,5,3,400,1,4,4,0,0,16,0,0,0,0,0,1,1994,3,0,15179,0,1.9459101490553132,0.6931471805599453,0,5,1,370,1
9,5,5,1,10,2,3,0,26,0,12,1,1,14,400,1,4,4,0,5,33,0,0,0,0,0,1,1995,2,0,15179,1,0.27536067205919557,0.27536067205919557,0,1,1,364,1
1,1,3,1,1,3,1,1,54,0,13,1,4,8,400,4,4,4,2,6,45,0,0,0,2,0,1,1994,3,0,15179,1,0.540712994796581,0.540712994796581,0,18,1,375,1
7,2,4,1,7,2,2,1,57,0,12,1,3,12,400,3,4,4,0,5,58,0,0,0,2,0,1,1995,2,0,15179,1,0.5290440073001262,0.5290440073001262,0,12,1,362,1
7,2,1,1,7,4,4,0,29,0,13,1,1,7,400,1,4,4,1,5,33,0,0,0,1,0,1,1995,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,384,1
9,1,3,1,9,1,2,1,31,0,11,1,1,4,400,3,4,4,2,6,33,0,0,0,0,0,1,1995,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,363,1
5,1,5,0,5,2,3,1,23,0,11,1,0,6,400,3,4,4,2,4,28,0,0,0,3,0,1,1996,1,0,15179,0,0.23895526780934126,0.23895526780934126,0,1,1,369,1
3,1,3,1,3,1,3,1,33,0,13,1,5,1,400,3,4,4,1,6,33,0,0,0,0,0,1,1994,3,0,15179,1,0.6190392084062234,0.6190392084062234,0,15,1,366,1
3,2,6,1,4,2,2,0,51,0,12,1,3,2,400,1,4,4,1,5,45,0,0,0,1,0,1,1995,2,0,15179,0,0.543603540404628,0.543603540404628,0,5,1,380,1
7,4,5,1,7,1,2,1,46,0,11,1,1,5,400,3,4,4,0,5,45,0,0,0,3,0,1,1996,1,0,15179,1,0.26286060593008925,0.26286060593008925,0,3,1,363,1
1,3,1,1,2,3,3,0,39,0,11,1,1,13,400,2,4,4,1,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.23343280078071565,0.23343280078071565,0,2,1,379,1
7,1,6,1,7,3,4,0,49,0,13,1,0,11,400,3,4,4,0,6,45,0,0,0,0,0,1,1996,3,0,15179,1,0.17023225001357867,0.17023225001357867,0,1,1,377,1
7,3,4,0,7,3,1,1,47,0,11,1,1,6,400,3,4,4,0,6,45,0,0,0,1,0,1,1994,1,0,15179,1,0.2427403613925403,0.2427403613925403,0,3,1,361,1
3,5,3,1,4,1,3,0,36,0,13,1,0,10,400,3,4,4,0,5,37,0,0,0,1,0,1,1995,3,0,15179,0,0.1348121189034526,0.1348121189034526,0,0,1,366,1
5,4,6,0,5,5,3,1,35,0,11,1,1,7,400,3,4,4,1,5,33,0,0,0,0,0,1,1995,1,0,15179,0,0.27103874560529995,0.27103874560529995,0,3,1,369,1
5,2,1,1,5,3,2,1,43,0,11,1,1,12,400,2,4,4,2,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.33227344102638656,0.33227344102638656,0,3,1,373,1
11,1,4,0,11,3,5,0,40,0,11,1,1,11,400,2,4,4,1,6,37,0,0,0,4,0,1,1995,1,0,15179,1,0.2607132773179216,0.2607132773179216,0,3,1,378,1
5,1,2,1,5,2,3,1,32,0,11,1,0,1,400,2,4,4,0,4,33,0,0,0,0,0,1,1995,1,0,15179,0,0.21487171181507586,0.21487171181507586,0,0,1,374,1
2,3,6,1,2,1,4,1,61,0,11,1,1,1,400,3,4,4,0,6,58,0,0,0,0,0,1,1994,1,0,15179,1,0.3280611742976417,0.3280611742976417,0,6,1,371,1
5,2,4,1,5,3,4,1,43,0,11,1,2,11,700,3,4,4,0,6,38,0,0,0,0,0,1,1995,1,1,15179,1,0.319218603466249,0.319218603466249,0,7,1,371,1
7,3,6,1,8,2,3,0,49,0,11,1,0,13,400,1,4,4,0,7,45,0,0,0,2,0,1,1994,1,0,15179,1,0.19650262036513785,0.19650262036513785,0,0,1,378,1
4,1,3,1,6,2,4,1,31,0,12,1,1,5,400,1,4,4,1,4,33,0,0,0,0,0,1,1994,2,0,15179,0,0.31292616632381687,0.31292616632381687,0,1,1,432,1
8,2,4,1,8,3,1,0,31,0,11,1,1,3,400,4,4,4,1,5,33,0,0,0,2,3,1,1996,1,0,15179,1,0.4031588292259252,0.4031588292259252,0,7,1,367,1
11,3,4,1,11,3,3,1,67,0,11,1,1,11,400,3,4,4,2,7,70,0,0,0,5,0,1,1995,1,0,15179,1,0.2932397770117642,0.2932397770117642,0,5,1,369,1
10,2,7,1,10,2,1,0,26,0,11,1,1,5,400,3,4,4,1,4,33,0,0,0,0,0,1,1995,1,0,15179,1,0.33055262855527406,0.33055262855527406,0,3,1,359,1
3,3,4,1,3,2,1,1,32,0,11,1,2,10,400,1,3,3,1,5,33,0,0,0,0,0,1,1994,1,0,15179,0,0.4504383234497913,0.4504383234497913,0,3,1,370,1
3,1,4,1,4,1,5,1,48,0,11,1,1,10,400,3,4,4,0,6,45,0,0,0,0,0,1,1995,1,0,15179,1,0.25629940784604716,0.25629940784604716,0,4,1,373,1
10,4,7,1,10,2,2,0,26,0,11,1,1,6,400,3,4,4,1,3,33,0,0,0,3,0,1,1995,1,0,15179,0,0.4054651081081644,0.4054651081081644,0,3,1,361,1
5,2,4,1,5,4,2,1,40,0,12,1,0,10,400,2,2,3,2,5,38,0,0,0,2,0,1,1994,2,0,15179,1,0.19444796501900435,0.19444796501900435,0,0,2,376,1
3,1,5,1,3,2,3,1,44,0,11,1,1,5,400,2,4,4,1,5,38,0,0,0,4,0,1,1995,1,0,15179,1,0.253847391887851,0.253847391887851,0,2,1,370,1
6,3,5,1,7,1,2,1,32,0,13,1,2,1,400,2,4,4,0,5,33,0,0,0,0,0,1,1995,3,0,15179,0,0.3949695135520164,0.3949695135520164,0,4,1,377,1
6,1,4,0,6,1,4,1,46,0,31,3,5,14,400,3,4,4,0,6,45,0,0,0,1,0,1,1994,1,0,15179,0,0.5715010021526167,0.5715010021526167,0,15,1,365,1
11,2,2,0,11,3,4,1,28,0,13,1,1,5,400,3,4,4,0,5,33,0,0,0,3,0,1,1995,3,0,15179,0,0.38529566915604,0.38529566915604,0,5,1,373,1
3,1,4,0,3,1,3,1,60,0,12,1,0,10,400,1,4,4,1,5,58,0,0,0,5,0,1,1995,2,0,15179,1,0.17651736598002493,0.17651736598002493,0,0,1,363,1
5,1,4,1,6,1,1,0,47,0,13,1,0,6,400,1,4,4,0,7,41,0,0,0,1,0,1,1994,3,0,15179,1,0.17677261468971062,0.17677261468971062,0,0,1,391,1
3,2,1,1,3,2,3,1,68,0,33,3,5,10,400,1,4,4,0,6,60,0,0,0,0,0,1,1994,3,0,15179,1,0.6065408951225263,0.6065408951225263,0,5,1,368,1
1,1,3,1,1,1,3,1,50,0,11,1,1,8,400,1,4,4,1,6,45,0,0,0,0,0,1,1994,1,0,15179,1,0.2305016421127655,0.2305016421127655,0,1,1,365,1
9,2,2,0,9,3,4,1,32,0,11,1,2,12,400,2,4,4,1,6,33,0,0,0,2,0,3,1995,1,0,15179,0,0.35667494393873234,0.35667494393873234,0,4,1,374,1
6,3,5,1,7,1,2,1,33,0,13,1,2,1,400,2,4,4,0,5,33,0,0,0,0,0,1,1995,3,0,15179,0,0.40480069202630686,0.40480069202630686,0,4,1,377,1
4,3,5,0,6,2,4,0,28,0,13,1,1,6,400,1,4,4,2,6,33,0,0,0,0,0,1,1994,3,0,15179,0,0.30045565482457937,0.30045565482457937,0,1,1,432,1
3,4,3,1,6,1,2,1,39,0,13,1,1,5,400,1,4,4,2,5,37,0,0,0,0,0,1,1994,3,0,15179,0,0.260946266615265,0.260946266615265,0,1,1,432,1
1,4,5,1,2,1,3,1,34,0,13,1,1,14,400,4,4,4,1,4,33,0,0,0,0,0,1,1994,3,0,15179,1,0.32809367565635367,0.32809367565635367,0,4,1,372,1
2,2,1,0,2,4,4,1,50,0,13,1,1,3,400,1,4,4,0,3,45,0,0,0,0,0,1,1995,3,0,15179,1,0.5482397860928195,0.5482397860928195,0,1,1,376,1
1,3,1,1,1,3,1,1,38,0,12,1,1,6,400,3,4,4,2,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.33321138343128537,0.33321138343128537,0,5,1,365,1
7,1,3,1,7,2,1,1,44,0,11,1,0,9,400,3,4,4,0,6,38,0,0,0,0,0,1,1995,1,0,15179,1,0.12351058486120656,0.12351058486120656,0,0,1,370,1
3,1,1,1,3,2,1,1,47,0,12,1,0,14,400,2,4,4,0,7,45,0,0,0,0,0,1,1994,2,0,15179,0,0.14972881665486665,0.14972881665486665,0,0,1,372,1
6,2,2,1,6,3,4,1,38,0,11,1,0,7,400,3,4,4,0,5,38,0,0,0,0,0,1,1996,1,0,15179,1,0.21904798590276037,0.21904798590276037,0,1,1,373,1
5,3,3,1,6,1,3,1,43,0,13,1,1,8,400,2,4,4,1,6,38,0,0,0,0,0,2,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,373,1
4,2,4,1,4,2,2,1,28,0,12,1,1,5,400,1,4,4,2,4,33,0,0,0,5,0,1,1994,2,0,15179,1,0.34383430248753455,0.34383430248753455,0,2,1,382,1
12,1,3,1,12,3,4,0,40,0,11,1,1,9,400,3,4,4,2,6,38,0,0,0,3,0,1,1995,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,376,1
3,4,6,1,4,1,4,1,57,0,11,1,1,2,400,3,4,4,1,6,58,0,0,0,1,0,1,1995,1,0,15179,1,0.31836298470503466,0.31836298470503466,0,5,1,371,1
5,1,2,1,5,1,3,1,38,0,12,1,1,5,400,1,4,4,1,6,38,0,0,0,1,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,366,1
4,3,1,1,6,4,5,1,60,0,13,1,1,7,400,3,4,4,1,6,58,0,0,0,0,0,1,1994,3,0,15179,1,0.3085611681135213,0.3085611681135213,0,6,1,425,1
12,3,4,1,1,1,1,1,39,0,19,1,4,11,400,3,4,4,0,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.475076339944789,0.475076339944789,0,12,1,18,1
9,3,2,1,9,3,3,1,61,0,13,1,3,4,400,2,4,4,2,7,58,0,0,0,1,0,1,1996,3,0,15179,0,0.4404848235308437,0.4404848235308437,0,6,1,369,1
7,3,6,1,9,3,1,1,44,0,11,1,2,12,400,1,4,4,0,6,38,0,0,0,3,3,2,1994,1,0,15179,1,0.3668408590232517,0.3668408590232517,0,2,1,416,1
2,2,6,1,2,2,4,1,60,0,11,1,2,2,400,3,4,4,0,6,58,0,0,0,1,0,1,1995,1,0,15179,1,0.382255428037252,0.382255428037252,0,7,1,370,1
3,5,5,1,4,1,2,1,58,0,11,1,1,13,400,2,4,4,2,7,58,0,0,0,5,0,1,1995,1,0,15179,1,0.27428921259298616,0.27428921259298616,0,4,1,364,1
7,2,1,1,7,4,4,0,30,0,13,1,1,7,400,1,4,4,0,5,33,0,0,0,1,0,1,1995,3,0,15179,1,0.27935882968811715,0.27935882968811715,0,1,1,382,1
4,2,4,1,4,2,4,1,35,0,11,1,1,7,400,3,4,4,0,5,33,0,0,0,0,0,1,1995,1,0,15179,0,0.2753630896416995,0.2753630896416995,0,3,1,365,1
5,2,2,1,5,3,3,1,37,0,13,1,0,12,400,3,2,3,2,5,38,0,0,0,3,0,1,1994,3,0,15179,1,0.15415067982725827,0.15415067982725827,0,0,1,375,1
2,1,6,0,2,2,1,1,43,0,13,1,1,6,400,3,4,4,2,6,38,0,0,0,5,0,1,1994,3,0,15179,1,0.34270925761367327,0.34270925761367327,0,5,1,367,1
10,1,2,1,10,1,3,0,31,0,11,1,0,4,400,2,4,4,0,4,33,0,0,0,0,4,2,1994,1,0,15179,0,0.3034807385005787,0.3034807385005787,0,1,1,366,1
1,4,4,1,2,1,2,1,32,0,13,1,1,15,400,2,4,4,1,5,33,0,0,0,0,0,1,1994,3,0,15179,0,0.4049370218126114,0.4049370218126114,0,4,1,371,1
3,4,3,0,3,4,3,1,44,0,11,1,3,15,400,4,4,4,1,6,38,0,0,0,0,0,1,1994,1,0,15179,0,0.41099413191712625,0.41099413191712625,0,12,1,365,1
2,2,4,1,2,3,4,0,33,0,12,1,5,13,400,2,4,4,1,6,33,0,0,0,0,0,1,1994,2,0,15179,1,0.6181508299872699,0.6181508299872699,0,14,1,371,1
7,1,3,1,8,1,3,1,40,0,12,1,1,7,400,3,4,4,0,4,38,0,0,0,0,0,1,1994,2,0,15179,1,0.3271064872841831,0.3271064872841831,0,3,1,395,1
3,3,6,1,4,4,4,1,40,0,12,1,2,2,400,3,4,4,2,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.34731252376442306,0.34731252376442306,0,6,1,402,1
2,1,3,0,2,1,5,1,29,0,13,1,0,6,400,2,3,4,0,5,33,0,0,0,2,0,1,1994,3,0,15179,0,0.225051030875212,0.225051030875212,0,1,1,366,1
2,1,5,1,2,2,3,0,32,0,19,1,5,11,400,3,4,4,1,5,33,0,0,0,0,0,1,1995,1,0,15179,0,0.6791419132279295,0.6791419132279295,0,15,1,370,1
12,1,6,1,12,3,3,1,32,0,33,3,5,11,400,1,4,4,1,5,33,0,0,0,0,0,1,1995,3,0,15179,0,0.6826969479532575,0.6826969479532575,0,9,1,376,1
11,3,1,1,12,4,2,1,33,0,12,1,1,14,400,1,4,4,1,5,33,0,0,0,4,0,1,1995,2,0,15179,0,0.4044750516676778,0.4044750516676778,0,3,1,381,1
3,4,4,1,3,4,4,1,63,0,11,1,2,2,400,3,4,4,0,7,58,0,0,0,0,2,1,1994,1,0,15179,1,0.3440385311787464,0.3440385311787464,0,6,1,366,1
1,3,1,1,1,4,3,1,29,0,11,1,1,10,400,2,4,4,1,5,33,0,0,0,2,0,1,1994,1,0,15179,0,0.32181049124123706,0.32181049124123706,0,2,1,374,1
1,2,3,1,1,2,1,1,52,0,11,1,1,13,400,2,4,4,2,7,45,0,0,0,5,0,1,1994,1,0,15179,1,0.30745494987639527,0.30745494987639527,0,3,1,368,1
6,5,5,1,7,1,2,0,61,0,11,1,1,11,400,2,4,4,2,7,58,0,0,0,3,0,1,1996,1,0,15179,0,0.2796806644132433,0.2796806644132433,0,4,1,364,1
10,3,1,0,11,3,3,1,28,0,12,1,1,14,400,2,4,4,0,3,33,0,0,0,0,0,1,1995,2,0,15179,0,0.3875587526408216,0.3875587526408216,0,2,1,373,1
11,3,6,1,11,4,2,1,41,1,11,1,1,8,500,2,4,4,1,6,38,0,0,0,0,3,1,1994,1,1,15179,1,0.27599873317595935,0.27599873317595935,0,3,1,368,1
4,1,5,1,5,2,2,1,50,0,12,1,0,7,400,1,4,4,0,6,45,0,0,0,0,0,1,1994,2,0,15179,1,0.17238463894406342,0.17238463894406342,0,0,1,398,1
10,1,4,1,10,2,4,1,51,0,12,1,1,11,400,2,4,4,1,7,45,0,0,0,2,0,1,1995,2,0,15179,1,0.2704389936164958,0.2704389936164958,0,3,1,375,1
4,5,2,1,4,5,3,1,45,0,11,1,1,15,400,4,4,4,1,7,38,0,0,0,0,0,1,1995,1,0,15179,0,0.2876942193423777,0.2876942193423777,0,6,1,366,1
9,1,6,1,9,2,3,1,41,0,13,1,0,10,400,1,4,4,0,7,38,0,0,0,0,0,1,1994,3,0,15179,1,0.12063889676771616,0.12063889676771616,0,0,1,369,1
2,1,7,1,2,2,2,1,51,0,11,1,1,13,400,3,4,4,1,6,45,0,0,0,0,0,1,1994,1,0,15179,1,0.3147116867259423,0.3147116867259423,0,7,1,367,1
8,1,6,1,8,1,3,1,32,0,11,1,1,5,400,2,4,4,2,5,33,0,0,0,0,0,1,1994,1,0,15179,1,0.3444844435987432,0.3444844435987432,0,2,1,361,1
5,3,2,0,5,3,2,1,32,0,13,1,1,12,400,3,4,4,0,5,33,0,0,0,0,0,1,1995,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,372,1
9,2,3,1,10,2,5,1,34,0,11,1,2,10,400,4,4,4,2,6,35,0,0,1,2,0,1,1995,1,0,241,1,0.3902779230038956,0.3902779230038956,0,10,1,380,1
9,2,3,0,9,3,4,1,68,0,13,1,1,15,400,2,4,4,0,6,70,0,0,0,5,0,1,1995,3,0,15179,1,0.2320429340578268,0.2320429340578268,0,2,1,366,1
8,3,4,1,8,3,4,0,32,0,13,1,1,2,400,3,4,4,1,4,33,0,0,0,5,0,1,1994,3,0,15179,0,0.3394430815756537,0.3394430815756537,0,3,1,364,1
5,4,5,0,6,1,2,1,30,0,12,1,1,3,400,2,4,4,1,5,33,0,0,0,5,0,1,1995,2,0,15179,0,0.3025038443042808,0.3025038443042808,0,2,1,363,1
3,2,4,1,3,2,2,1,33,0,11,1,1,8,400,2,4,4,2,4,33,0,0,0,0,0,1,1994,1,0,15179,1,0.43611953401411824,0.43611953401411824,0,3,1,362,1
3,1,3,1,3,1,3,1,59,0,13,1,0,10,400,1,4,4,1,5,58,0,0,0,5,0,1,1995,3,0,15179,1,0.15103787909894945,0.15103787909894945,0,0,1,365,1
4,3,6,0,5,2,3,1,55,0,13,1,0,2,400,1,4,4,0,7,45,0,0,0,3,0,1,1994,3,0,15179,1,0.21378399409388688,0.21378399409388688,0,0,1,385,1
11,2,6,1,11,3,2,1,40,1,11,1,1,3,500,3,4,4,1,6,38,0,0,0,0,3,1,1994,1,1,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,368,1
6,4,4,1,7,1,3,1,58,0,11,1,1,11,400,2,4,4,1,6,58,0,0,0,4,0,1,1995,1,0,15179,0,0.31248453721119646,0.31248453721119646,0,5,1,365,1
10,1,6,1,10,3,4,1,34,0,33,3,5,11,400,1,4,4,2,5,34,0,0,0,0,0,1,1994,3,0,15179,0,0.6703939428025171,0.6703939428025171,0,8,1,379,1
8,4,4,1,8,3,2,1,47,0,12,1,1,3,400,3,4,4,1,6,45,0,0,0,1,0,1,1995,2,0,15179,1,0.3182990880443486,0.3182990880443486,0,5,1,363,1
9,3,4,0,10,2,2,0,33,0,11,1,1,10,400,1,4,4,1,5,33,0,0,0,1,0,1,1995,1,0,15179,1,0.26687335951987967,0.26687335951987967,0,1,1,370,1
7,4,2,1,7,4,2,0,52,0,12,1,0,13,400,2,4,4,0,6,45,0,0,0,4,0,1,1994,2,0,15179,1,0.15133576468936832,0.15133576468936832,0,0,1,366,1
5,2,1,0,5,2,2,1,66,0,12,1,0,8,400,3,4,4,1,6,70,0,0,0,2,0,1,1994,2,0,15179,0,0.1475945600455451,0.1475945600455451,0,0,1,366,1
1,2,2,1,1,3,2,1,38,0,11,1,5,3,400,4,4,4,1,5,38,0,0,0,2,0,1,1995,1,0,15179,0,0.6486169044515643,0.6319772734811049,0,20,1,372,1
8,3,5,0,9,3,2,1,48,0,33,3,5,9,400,3,4,4,1,6,42,0,0,0,1,2,1,1996,3,0,15179,1,0.6020405416765747,0.6020405416765747,0,15,1,369,1
6,2,5,0,6,2,1,1,18,0,16,1,5,7,400,4,4,4,1,1,19,0,0,0,0,0,1,1994,2,0,15179,0,1.3866715184766312,0.6931471805599453,0,20,1,360,1
8,3,4,1,8,3,5,1,31,0,13,1,0,6,400,1,4,4,0,5,33,0,0,0,0,2,1,1994,3,0,15179,0,0.18697862774201562,0.18697862774201562,0,0,1,366,1
