,PolicyNumber,Month,WeekOfMonth,DayOfWeek,AccidentArea,MonthClaimed,WeekOfMonthClaimed,DayOfWeekClaimed,Sex,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,UnusualDeductible,ClaimsPerAgent,MaritalStatus,PriceToAgeRatio,PriceToAgeRatio_Capped,HighRiskVehicleFlag,ClaimAmountRisk,DaysBetween,ClaimProcessingTime
11897,11898,11,3,4,1,12,4,3,0,32,1,11,1,1,0,11,400,4,4,4,1,6,33,0,0,0,5,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,401
11898,11899,4,5,6,1,5,1,4,1,35,0,13,1,0,1,9,400,3,4,4,0,5,33,0,0,0,1,0,1,1996,3,0,15179,0,0.15415067982725827,0.15415067982725827,0,0,1,365
11899,11900,4,5,6,1,9,3,1,0,45,1,11,1,1,0,12,400,2,4,4,2,6,38,0,0,0,0,0,1,1996,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,2,1,496
11900,11901,4,5,6,1,5,2,2,0,44,0,13,1,1,1,15,400,2,4,4,2,4,38,0,0,0,3,0,1,1996,3,0,15179,1,0.33647223662121295,0.33647223662121295,0,2,1,370
11901,11902,4,5,6,1,5,1,5,1,27,0,11,1,1,1,10,400,2,4,4,2,5,33,0,0,0,1,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,366
11902,11903,9,3,2,1,10,4,5,1,38,1,13,1,1,0,11,400,4,4,4,1,7,38,1,0,0,3,0,1,1996,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,405
11903,11904,9,1,1,1,9,2,1,1,29,0,13,1,1,0,8,400,2,4,4,1,6,33,0,0,0,3,0,1,1996,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,372
11904,11905,12,5,4,1,12,5,4,1,52,0,12,2,2,0,14,400,2,4,4,2,5,45,0,0,1,5,0,1,1996,2,0,241,1,0.4054651081081644,0.4054651081081644,0,4,1,365
11905,11906,3,5,4,1,4,1,1,1,37,0,12,2,2,0,15,400,4,4,4,2,6,38,0,0,0,0,0,1,1996,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,364
11906,11907,4,1,6,1,4,2,4,1,19,0,12,2,5,0,9,400,1,4,4,2,0,16,0,0,0,0,0,1,1996,2,0,15179,0,1.9459101490553132,0.6931471805599453,1,5,1,370
11907,11908,3,3,3,1,3,4,1,1,39,0,32,3,3,0,16,400,1,4,4,3,6,38,0,0,0,0,4,2,1996,2,0,15179,1,0.4519851237430572,0.4519851237430572,0,3,1,370
11908,11909,3,1,6,1,3,1,1,1,52,0,12,2,2,0,4,400,4,4,4,2,7,45,0,0,0,5,0,1,1996,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,360
11909,11910,4,5,7,1,5,3,5,1,58,0,11,1,1,1,14,400,2,4,4,1,6,58,0,0,0,1,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,379
11910,11911,2,3,1,1,2,3,1,0,37,0,12,2,1,0,5,400,4,4,4,0,6,38,0,0,0,0,0,1,1996,2,0,15179,0,0.2513144282809061,0.2513144282809061,0,4,1,365
11911,11912,2,3,1,1,2,4,5,1,30,0,12,2,2,0,1,400,1,4,4,2,6,33,0,0,1,3,0,1,1996,2,0,241,1,0.35667494393873234,0.35667494393873234,0,2,1,376
11912,11913,8,2,5,1,9,1,2,1,33,1,12,2,1,0,10,400,3,4,4,1,6,33,0,0,0,0,0,1,1996,2,0,15179,0,0.2513144282809061,0.2513144282809061,0,3,1,385
11913,11914,9,5,6,1,10,1,2,0,54,1,13,1,0,0,1,400,2,4,4,1,6,45,0,0,0,5,0,1,1996,3,0,15179,1,0.13353139262452263,0.13353139262452263,0,0,1,363
11914,11915,5,1,1,1,5,1,2,1,39,0,11,1,1,1,5,400,4,4,4,1,6,38,0,0,0,5,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,366
11915,11916,2,1,5,1,2,1,1,1,45,0,33,3,5,0,4,400,4,4,4,2,7,38,0,0,0,1,0,1,1996,3,0,15179,1,0.5596157879354227,0.5596157879354227,0,20,1,361
11916,11917,2,1,6,1,2,4,2,0,27,0,12,2,1,0,6,400,3,4,4,1,5,33,0,0,0,1,0,1,1996,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,382
11917,11918,11,3,2,1,2,2,4,1,40,0,11,1,1,0,13,400,1,4,4,2,6,38,0,0,0,5,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,90
11918,11919,5,1,1,1,5,4,5,1,58,0,13,1,1,1,1,400,4,4,4,2,6,58,0,0,0,0,0,1,1996,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,390
11919,11920,7,2,3,1,7,3,5,1,46,1,13,1,0,0,15,400,4,4,4,0,7,45,0,0,0,0,0,1,1996,3,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,374
11920,11921,8,1,7,0,2,2,5,1,19,0,12,2,5,0,14,400,3,4,4,2,0,16,0,0,0,0,0,1,1996,2,0,15179,0,1.9459101490553132,0.6931471805599453,1,15,1,190
11921,11922,12,5,4,0,2,4,3,1,46,1,33,3,5,0,15,400,1,1,4,1,4,45,0,0,0,0,2,1,1996,3,0,15179,1,0.7884573603642702,0.6931471805599453,0,5,4,57
11922,11923,1,1,1,1,1,1,2,1,25,0,11,1,1,0,16,400,2,4,4,1,4,28,0,0,0,5,0,1,1996,1,0,15179,0,0.33647223662121295,0.33647223662121295,0,2,1,366
11923,11924,1,1,2,1,1,1,2,1,57,1,13,1,1,0,5,400,3,4,4,0,5,58,0,0,0,5,0,1,1996,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,365
11924,11925,1,3,2,1,1,4,1,1,31,0,12,2,1,0,15,400,4,4,4,3,5,33,0,0,0,0,0,1,1996,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,371
11925,11926,1,3,2,1,1,4,3,1,31,0,13,1,5,0,16,400,3,4,4,3,6,33,0,0,0,5,0,1,1996,3,0,15179,1,0.6190392084062234,0.6190392084062234,0,15,1,373
11926,11927,5,2,1,1,5,2,2,1,31,0,11,1,1,0,12,400,2,4,4,1,6,33,0,0,0,5,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,366
11927,11928,5,2,6,1,5,2,2,1,26,0,11,1,1,0,3,400,1,4,4,0,6,33,0,0,0,5,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,361
11928,11929,4,3,1,0,4,3,2,1,61,0,11,1,5,0,16,400,4,4,4,1,7,58,0,0,0,5,4,2,1996,1,0,15179,1,0.5596157879354227,0.5596157879354227,0,20,1,366
11929,11930,1,2,1,1,1,2,4,1,63,0,13,1,2,0,12,400,4,4,4,0,7,58,0,0,0,0,0,1,1996,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,368
11930,11931,1,2,7,1,1,2,1,1,32,0,11,1,2,0,8,400,3,4,4,2,6,33,0,0,0,0,0,1,1996,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,6,1,359
11931,11932,1,2,1,1,1,2,1,1,60,1,13,1,1,0,4,400,4,4,4,3,7,58,0,0,0,1,0,3,1996,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,365
11932,11933,12,1,2,1,12,3,4,1,27,1,11,1,1,0,15,400,4,4,4,2,5,33,0,0,0,0,0,1,1996,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,381
11933,11934,8,4,4,1,8,5,4,0,30,0,11,1,1,0,4,400,4,4,4,2,6,33,0,0,0,0,0,1,1996,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,4,1,372
11934,11935,9,1,5,1,10,2,5,1,33,0,11,1,1,0,9,400,1,4,4,2,4,33,0,0,0,0,3,1,1996,1,0,15179,0,0.33647223662121295,0.33647223662121295,0,1,1,402
11935,11936,10,4,1,1,10,4,2,0,62,0,12,2,2,0,13,700,3,4,4,2,7,58,0,0,0,5,0,1,1996,2,1,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,366
11936,11937,10,3,5,1,10,4,4,1,34,1,11,1,2,0,8,400,2,4,4,1,6,33,0,0,0,0,0,1,1996,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,371
11937,11938,10,2,1,1,10,4,2,0,28,0,11,1,1,0,10,400,3,4,4,1,5,33,0,0,0,3,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,380
11938,11939,5,4,4,0,5,5,1,1,53,0,13,1,1,0,9,400,1,4,4,1,7,45,0,0,0,3,0,1,1996,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,369
11939,11940,5,1,2,1,5,2,4,1,32,0,11,1,0,1,1,400,3,4,4,0,4,33,0,0,0,0,0,1,1996,1,0,15179,0,0.18232155679395465,0.18232155679395465,0,0,1,374
11940,11941,12,5,6,1,1,4,4,1,28,0,12,2,1,0,5,400,4,4,4,2,6,33,0,0,0,5,0,1,1996,2,0,15179,0,0.2513144282809061,0.2513144282809061,0,4,1,26
11941,11942,12,5,5,1,1,1,1,1,58,0,12,2,2,0,10,400,2,4,4,3,7,58,0,0,0,0,0,1,1996,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,3
11942,11943,12,5,5,1,1,2,5,1,44,0,12,2,2,0,12,400,2,4,4,2,6,38,0,0,0,5,0,1,1996,2,0,15179,0,0.35667494393873234,0.35667494393873234,0,4,1,14
11943,11944,12,3,4,1,1,1,1,0,22,0,11,1,1,0,3,400,1,4,4,2,4,28,0,0,0,0,0,1,1996,1,0,15179,0,0.33647223662121295,0.33647223662121295,0,1,1,18
11944,11945,5,1,3,1,5,2,4,1,48,1,13,1,2,0,9,400,1,4,4,1,4,45,0,0,0,3,0,1,1996,3,0,15179,1,0.4700036292457356,0.4700036292457356,0,2,1,373
11945,11946,12,1,4,0,12,1,5,1,33,0,11,1,1,0,6,400,4,4,4,2,4,33,0,0,0,0,0,1,1996,1,0,15179,1,0.33647223662121295,0.33647223662121295,0,4,1,366
11946,11947,7,4,5,1,8,1,3,1,35,1,11,1,1,0,1,400,1,4,4,1,5,33,0,0,0,3,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,372
11947,11948,7,4,4,1,7,4,5,1,47,1,12,2,1,0,7,400,3,4,4,0,7,45,0,0,0,5,0,1,1996,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,366
11948,11949,3,2,5,1,3,2,5,1,35,0,13,1,2,0,3,400,1,4,4,2,6,33,1,0,0,5,0,1,1996,3,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,365
11949,11950,3,2,4,1,3,3,1,1,45,1,11,1,1,0,12,400,2,4,4,1,6,38,0,0,0,5,4,2,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,369
11950,11951,2,2,5,1,2,3,2,1,19,0,13,1,5,0,6,400,1,4,4,0,0,16,0,0,0,0,0,1,1996,3,0,15179,0,1.9459101490553132,0.6931471805599453,0,5,1,369
11951,11952,2,2,5,1,2,3,1,1,28,0,11,1,2,0,2,400,3,4,4,2,5,33,0,0,0,3,0,1,1996,1,0,15179,0,0.4054651081081644,0.4054651081081644,0,6,1,368
11952,11953,1,4,6,1,1,4,1,0,29,0,11,1,1,0,15,400,2,4,4,0,5,33,0,0,0,0,0,1,1996,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,360
11953,11954,1,4,5,1,1,4,5,1,23,0,12,2,1,0,9,400,2,4,4,2,4,28,0,0,0,5,0,1,1996,2,0,15179,0,0.33647223662121295,0.33647223662121295,0,2,1,365
11954,11955,1,4,5,1,1,4,1,1,47,0,12,2,2,0,16,400,4,4,4,1,7,45,0,0,0,0,0,1,1996,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,361
11955,11956,2,3,2,1,2,3,2,0,27,0,11,1,1,0,7,400,2,4,4,0,6,33,0,0,0,3,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,365
11956,11957,2,2,6,1,2,3,5,1,58,0,12,2,1,0,9,400,4,4,4,2,7,58,0,0,0,5,0,1,1996,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,371
11957,11958,2,4,4,1,3,1,3,1,42,0,12,2,2,0,6,400,2,4,4,2,6,38,0,0,0,5,0,1,1996,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,373
11958,11959,2,4,4,0,3,1,5,1,19,0,12,2,5,0,2,400,2,4,4,1,0,16,0,0,0,0,0,1,1996,2,0,15179,0,1.9459101490553132,0.6931471805599453,0,10,1,375
11959,11960,3,1,5,1,3,2,2,1,22,0,13,1,1,0,6,400,2,4,4,1,4,28,0,0,0,0,0,1,1996,3,0,15179,0,0.33647223662121295,0.33647223662121295,0,2,1,369
11960,11961,3,3,2,1,3,3,3,1,36,0,11,1,1,0,4,400,3,4,4,1,5,38,0,0,0,0,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,366
11961,11962,5,1,3,1,6,1,2,1,35,0,12,2,1,0,3,400,2,4,4,3,6,33,0,0,0,0,0,1,1996,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,394
11962,11963,6,3,4,1,6,4,3,1,55,0,13,1,1,0,5,400,4,4,4,1,7,45,0,0,0,0,0,1,1996,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,371
11963,11964,5,5,2,1,5,5,3,1,41,1,11,1,1,0,13,400,1,4,4,2,6,38,0,0,0,5,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,366
11964,11965,5,2,1,1,5,2,4,1,43,0,12,2,2,0,13,400,2,4,4,2,6,38,0,0,0,0,0,1,1996,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,368
11965,11966,5,1,4,1,5,2,5,1,53,1,11,1,1,0,12,400,1,4,4,2,7,45,1,0,0,0,0,1,1996,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,373
11966,11967,5,1,3,0,5,4,2,0,53,1,11,1,1,0,11,400,2,4,4,2,5,45,0,0,0,0,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,385
11967,11968,1,2,5,1,1,2,5,1,55,0,12,2,5,0,5,400,2,4,4,3,7,45,0,0,0,0,0,1,1996,2,0,15179,1,0.5596157879354227,0.5596157879354227,0,10,1,365
11968,11969,12,4,2,1,1,1,1,1,43,0,12,2,2,0,16,400,4,4,4,3,6,38,0,0,0,5,0,1,1996,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,13
11969,11970,9,3,3,1,9,4,3,1,50,0,13,1,1,0,7,400,4,4,4,2,7,45,0,0,0,0,0,1,1996,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,372
11970,11971,9,1,5,1,9,2,3,1,32,1,13,1,1,0,10,400,4,4,4,1,5,33,0,0,0,0,4,2,1996,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,370
11971,11972,8,4,1,1,9,1,2,1,29,0,12,2,1,0,10,400,2,4,4,2,5,33,0,0,0,0,0,1,1996,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,375
11972,11973,5,1,4,1,7,4,5,1,43,0,13,1,3,1,1,400,1,4,4,0,7,38,0,0,0,1,0,3,1996,3,0,15179,1,0.4054651081081644,0.4054651081081644,0,3,1,447
11973,11974,5,1,4,1,5,1,5,1,33,1,13,1,5,0,6,400,1,4,4,0,6,33,0,0,0,0,0,1,1996,3,0,15179,1,0.6190392084062234,0.6190392084062234,0,5,1,366
11974,11975,7,5,4,1,7,5,5,1,45,1,11,1,5,0,16,400,3,4,4,0,6,38,1,0,0,0,0,1,1996,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,15,1,366
11975,11976,7,5,4,1,7,5,5,1,54,1,13,1,5,0,16,400,3,4,4,0,7,45,1,0,0,3,0,1,1996,3,0,15179,1,0.5596157879354227,0.5596157879354227,0,15,1,366
11976,11977,7,1,1,1,7,1,1,1,26,0,12,2,5,0,5,400,1,4,4,2,6,33,0,0,0,1,0,1,1996,2,0,15179,0,0.6190392084062234,0.6190392084062234,0,5,1,365
11977,11978,6,1,7,1,6,2,2,1,38,0,11,1,1,0,15,400,1,4,4,0,7,38,0,0,0,3,0,1,1996,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,367
11978,11979,5,4,5,1,6,1,1,1,53,0,12,2,5,0,11,400,3,4,4,2,6,45,0,0,0,5,0,1,1996,2,0,15179,1,0.6190392084062234,0.6190392084062234,0,15,1,370
11979,11980,10,2,2,1,2,3,5,1,19,0,11,1,5,0,15,400,1,4,4,2,0,16,0,0,0,0,0,1,1996,1,0,15179,0,1.9459101490553132,0.6931471805599453,1,5,1,135
11980,11981,8,3,6,1,1,2,2,1,36,0,11,1,2,0,14,400,1,4,4,1,6,38,0,0,0,0,0,1,1996,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,144
11981,11982,5,1,4,1,5,2,2,0,28,0,13,1,2,1,10,400,4,4,4,3,5,33,0,0,0,0,0,1,1996,3,0,15179,0,0.4054651081081644,0.4054651081081644,0,8,1,370
11982,11983,6,4,3,1,1,4,2,1,61,1,12,2,3,0,8,400,1,4,4,2,7,58,0,0,1,1,0,1,1996,2,0,241,1,0.4054651081081644,0.4054651081081644,0,3,1,214
11983,11984,1,4,3,1,3,3,1,1,26,0,13,1,2,0,15,400,3,4,4,2,6,33,0,0,0,0,0,1,1996,3,0,15179,1,0.35667494393873234,0.35667494393873234,0,6,1,416
11984,11985,8,3,2,1,9,1,3,0,35,0,12,2,1,0,12,400,1,4,4,2,4,33,0,0,0,5,0,1,1996,2,0,15179,1,0.33647223662121295,0.33647223662121295,0,1,1,382
11985,11986,12,4,6,1,12,4,1,1,49,0,12,2,2,0,8,500,2,4,4,2,7,45,0,0,0,3,3,1,1996,2,1,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,360
11986,11987,12,2,1,1,2,2,2,1,37,1,13,1,1,0,10,400,4,4,4,0,6,38,0,0,0,0,0,1,1996,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,66
11987,11988,11,4,3,0,11,5,1,1,37,0,12,2,2,0,4,400,2,4,4,3,7,38,0,0,0,5,0,1,1996,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,370
11988,11989,10,4,5,1,10,4,5,1,31,0,12,2,1,0,16,400,1,4,4,3,6,33,0,0,0,5,0,1,1996,2,0,15179,0,0.2513144282809061,0.2513144282809061,0,1,1,365
11989,11990,10,4,7,1,10,4,1,1,72,0,11,1,1,0,4,400,3,4,4,0,7,70,0,0,0,1,0,1,1996,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,359
11990,11991,5,5,7,1,6,4,5,1,34,0,11,1,1,0,16,400,3,4,4,2,6,33,0,0,0,0,0,1,1996,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,3,1,386
11991,11992,1,5,5,1,2,1,3,1,34,0,12,2,5,0,16,400,1,4,4,3,6,33,0,0,0,3,4,2,1996,2,0,15179,1,0.6190392084062234,0.6190392084062234,0,5,1,365
11992,11993,1,4,4,0,2,1,5,1,19,0,11,1,5,0,15,400,1,4,4,0,0,16,0,0,0,0,0,1,1996,1,0,15179,0,1.9459101490553132,0.6931471805599453,0,5,1,375
11993,11994,1,4,3,1,1,4,3,1,49,0,11,1,1,0,16,400,2,4,4,2,7,45,0,0,0,0,0,1,1996,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,365
11994,11995,6,4,3,1,6,4,3,0,28,0,12,2,5,0,13,400,2,4,4,2,4,33,0,0,0,1,0,1,1996,2,0,15179,0,0.7884573603642702,0.6931471805599453,1,10,1,365
11995,11996,2,3,5,1,2,3,5,1,32,0,12,2,2,0,4,400,1,4,4,2,6,33,0,0,0,0,0,1,1996,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,365
11996,11997,2,3,4,1,2,3,5,1,46,1,11,1,3,0,4,400,2,4,4,1,6,45,0,0,0,1,0,1,1996,1,0,15179,1,0.4519851237430572,0.4519851237430572,0,6,1,366
11997,11998,5,1,5,0,5,4,2,1,44,0,11,1,2,1,1,700,2,4,4,1,7,38,0,0,0,0,0,1,1996,1,1,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,383
11998,11999,4,1,7,1,4,1,3,1,32,0,11,1,1,0,3,400,1,4,4,0,5,33,0,0,0,0,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,361
11999,12000,2,5,1,1,3,1,3,1,74,1,12,2,1,0,10,400,1,4,4,2,7,70,0,0,0,5,0,5,1996,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,369
12000,12001,2,4,6,1,3,2,2,1,47,0,11,1,2,0,14,400,3,4,4,0,7,45,0,0,0,0,0,1,1996,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,377
12001,12002,2,4,1,1,2,5,2,1,26,1,11,1,1,0,6,400,4,4,4,1,5,33,0,0,0,0,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,373
12002,12003,2,2,2,1,2,2,3,1,36,1,13,1,1,0,13,400,3,4,4,1,6,38,0,0,0,0,0,1,1996,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,366
12003,12004,5,1,5,1,5,2,2,1,37,0,11,1,2,1,7,400,4,4,4,0,6,38,0,0,0,0,0,1,1996,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,369
12004,12005,2,4,5,1,3,1,2,1,44,0,12,2,2,0,2,400,4,4,4,2,7,38,0,0,1,1,0,1,1996,2,0,241,1,0.3184537311185346,0.3184537311185346,0,8,1,371
12005,12006,2,3,5,1,2,4,1,0,34,1,11,1,1,0,16,400,4,4,4,2,4,33,0,0,0,0,0,1,1996,1,0,15179,1,0.33647223662121295,0.33647223662121295,0,4,1,368
12006,12007,2,3,4,1,2,4,5,1,35,1,11,1,1,0,2,400,3,4,4,2,6,33,0,0,0,0,0,1,1996,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,3,1,373
12007,12008,2,3,3,1,2,3,3,0,45,1,11,1,1,0,14,400,2,4,4,2,6,38,0,0,0,3,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,365
12008,12009,1,3,3,1,2,1,2,1,37,1,13,1,1,0,3,400,2,4,4,0,7,38,0,0,0,0,0,1,1996,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,380
12009,12010,5,2,7,1,5,2,1,1,27,0,12,2,2,0,11,400,2,4,4,2,6,33,0,0,0,5,0,1,1996,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,359
12010,12011,5,2,7,1,5,3,4,0,27,0,11,1,1,1,15,400,4,4,4,0,5,33,0,0,0,0,0,1,1996,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,369
12011,12012,1,3,5,1,1,3,2,0,33,0,11,1,1,0,5,400,4,4,4,2,5,33,0,0,0,0,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,362
12012,12013,1,2,7,1,1,2,1,1,30,0,12,2,3,0,4,400,3,4,4,3,5,33,0,0,0,5,2,2,1996,2,0,15179,0,0.5108256237659907,0.5108256237659907,0,9,1,359
12013,12014,1,2,5,1,1,2,5,1,65,0,11,1,1,0,9,400,1,4,4,2,7,58,0,0,0,1,0,3,1996,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,365
12014,12015,5,2,7,1,5,2,1,1,32,1,11,1,1,0,7,400,1,4,4,2,5,33,0,0,0,0,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,359
12015,12016,11,4,1,0,1,2,5,1,41,0,11,1,2,0,10,400,1,4,4,0,7,38,0,0,0,5,0,1,1996,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,2,1,55
12016,12017,11,2,1,1,1,3,3,0,27,0,11,1,1,0,16,400,3,4,4,0,5,33,0,0,0,0,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,74
12017,12018,5,2,7,1,5,2,1,1,26,0,12,2,1,0,11,400,4,4,4,2,5,33,0,0,0,1,0,1,1996,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,359
12018,12019,12,3,4,1,1,3,5,1,57,1,12,2,1,0,15,400,2,4,4,1,6,58,0,0,0,0,0,1,1996,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,36
12019,12020,12,2,5,1,1,2,4,1,39,0,12,2,1,0,6,400,1,4,4,2,5,38,0,0,0,1,0,1,1996,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,1,1,34
12020,12021,12,4,4,1,1,1,2,1,19,0,12,2,5,0,3,400,4,4,4,2,0,16,0,0,0,0,0,1,1996,2,0,15179,0,1.9459101490553132,0.6931471805599453,1,20,1,12
12021,12022,12,4,5,1,12,4,1,1,43,0,11,1,2,0,6,400,4,4,4,2,6,38,0,0,0,1,0,1,1996,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,361
12022,12023,12,4,4,1,7,5,5,1,45,0,11,1,5,0,8,400,2,4,4,3,6,38,0,0,0,3,0,1,1996,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,10,1,223
12023,12024,12,5,3,1,1,1,1,0,27,0,12,2,1,0,8,400,3,4,4,2,5,33,0,0,0,1,0,1,1996,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,5
12024,12025,5,2,7,1,6,1,4,1,31,0,11,1,1,1,3,400,4,4,4,1,5,33,0,0,0,3,0,1,1996,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,385
12025,12026,12,5,5,1,1,3,4,1,30,0,11,1,2,0,13,400,2,4,4,3,6,33,0,0,0,3,0,1,1996,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,20
12026,12027,1,1,1,1,1,2,1,1,56,0,12,2,1,0,4,400,4,4,4,1,7,58,0,0,0,5,0,1,1996,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,372
12027,12028,1,1,7,1,1,2,1,0,51,0,11,1,1,0,1,400,1,4,4,3,6,45,0,0,0,0,0,1,1996,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,366
12028,12029,1,1,7,1,1,3,2,1,47,1,13,1,2,0,1,700,3,4,4,0,7,45,0,0,0,0,0,1,1996,3,1,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,374
12029,12030,1,1,6,1,1,2,2,1,30,0,12,2,2,0,5,400,1,4,4,2,6,33,0,0,0,0,0,1,1996,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,368
12030,12031,1,1,1,1,1,1,2,1,19,0,12,2,5,0,6,400,2,4,4,3,0,16,0,0,0,0,0,1,1996,2,0,15179,0,1.9459101490553132,0.6931471805599453,1,10,1,366
12031,12032,1,1,3,1,1,3,5,1,19,0,13,1,5,0,1,400,3,4,4,0,0,16,0,0,0,0,0,1,1996,3,0,15179,0,1.9459101490553132,0.6931471805599453,0,15,1,381
12032,12033,1,1,2,1,1,2,2,1,35,1,12,2,2,0,15,400,2,4,4,3,6,33,0,0,0,0,0,1,1996,2,0,15179,0,0.35667494393873234,0.35667494393873234,0,4,1,372
