DriverRating,AccidentArea,AgeOfVehicle,Fault,VehicleCategory,UnusualDeductible,WitnessPresent,MonthClaimed,Year,Sex,PolicyType,Deductible,ClaimProcessingTime,WeekOfMonth,RepNumber,Age,NumberOfSuppliments,ClaimAmountRisk,FraudFound_P
1,1,6,0,3,0,0,2,1994,1,33,400,371,2,5,50,0,4,1
1,1,6,0,2,0,0,3,1994,1,12,400,373,4,4,44,0,2,1
1,1,7,0,1,0,0,11,1994,1,11,400,365,1,9,51,0,2,1
1,1,6,0,1,0,0,5,1995,1,11,400,360,2,2,40,0,3,1
4,1,5,0,2,0,0,8,1995,0,12,400,381,2,16,34,0,4,1
3,1,2,0,2,0,0,1,1994,1,18,400,12,4,11,29,0,7,1
1,0,5,0,1,0,0,10,1995,1,12,400,366,3,15,37,0,2,1
2,1,5,0,2,0,0,10,1994,1,12,400,368,3,9,33,4,3,1
2,1,6,0,1,0,0,3,1995,1,11,400,369,3,11,59,0,2,1
3,0,0,0,1,0,0,2,1994,1,11,400,367,3,4,19,0,15,1
2,1,6,1,1,0,0,1,1994,0,11,400,42,2,6,49,2,1,1
1,1,5,0,1,0,0,4,1994,0,12,400,372,4,11,29,0,0,1
3,0,5,0,1,0,0,9,1995,1,11,400,373,1,15,27,3,5,1
2,1,6,0,1,0,0,8,1994,1,12,400,362,1,15,45,3,0,1
1,1,5,0,2,0,0,9,1994,0,21,400,360,4,2,25,5,5,1
3,1,6,0,2,0,0,2,1994,0,12,400,371,2,9,38,0,5,1
2,1,5,0,1,0,0,10,1994,0,11,400,365,2,14,33,2,4,1
3,0,6,0,1,0,0,1,1995,1,11,400,360,4,11,29,2,6,1
1,1,7,0,2,0,0,10,1994,1,12,400,365,5,1,68,0,6,1
4,1,6,0,1,0,0,1,1994,1,11,400,377,1,15,48,0,10,1
1,1,6,0,1,0,0,1,1994,0,11,400,3,5,9,45,0,1,1
1,1,6,0,1,0,0,3,1994,1,11,400,373,3,6,45,0,2,1
1,1,7,1,1,0,0,10,1996,1,11,400,360,1,12,61,0,1,1
1,1,4,0,2,0,0,5,1995,1,12,400,359,2,6,34,0,1,1
1,1,5,0,2,0,0,2,1994,0,12,400,370,1,6,27,5,1,1
1,0,0,0,1,0,0,10,1995,1,12,400,364,3,9,19,0,8,1
3,1,6,0,2,0,0,5,1995,1,12,400,382,1,7,31,3,15,1
1,1,6,0,1,0,0,1,1994,1,12,400,9,5,5,42,3,2,1
2,1,7,0,1,0,0,4,1995,1,11,400,379,3,13,46,0,7,1
3,1,5,0,1,0,0,9,1994,0,11,400,365,3,15,34,0,3,1
1,0,5,0,1,0,0,11,1994,0,11,400,371,2,16,41,5,2,1
3,1,5,0,1,0,0,9,1995,0,11,400,394,3,14,27,3,3,1
1,1,5,0,2,0,0,9,1995,0,12,400,376,3,1,28,0,3,1
2,1,6,0,2,0,0,3,1994,1,12,400,380,1,14,43,2,8,1
3,0,6,0,1,0,0,3,1994,0,11,400,367,2,11,42,4,7,1
2,1,6,0,1,0,0,3,1994,1,12,400,366,1,10,47,0,2,1
3,0,6,0,3,0,0,6,1994,1,32,400,372,2,12,54,0,8,1
2,1,6,1,1,0,0,4,1995,1,11,400,362,4,4,52,0,1,1
3,0,6,1,1,0,0,4,1994,1,11,400,360,1,2,28,0,3,1
3,1,6,0,1,0,0,8,1994,1,11,400,371,3,10,51,0,7,1
2,1,6,0,1,0,0,11,1994,1,11,400,368,1,8,46,4,4,1
4,1,0,0,2,0,0,5,1995,1,14,400,365,4,14,20,0,20,1
2,1,7,0,1,0,0,1,1995,1,12,400,365,3,6,52,0,3,1
2,1,5,0,1,1,0,3,1994,0,12,500,371,2,12,37,0,2,1
2,0,5,0,1,0,0,1,1995,1,11,400,361,3,12,28,5,5,1
1,1,4,0,1,0,0,2,1994,0,12,400,369,5,6,32,0,0,1
4,1,5,0,2,0,0,3,1995,0,12,400,365,2,12,31,3,7,1
2,0,6,0,3,0,0,5,1994,1,33,400,372,3,9,53,0,6,1
3,0,5,0,1,0,0,9,1994,0,11,400,366,4,4,31,5,11,1
3,0,4,0,1,0,0,9,1995,1,11,400,375,2,13,27,0,3,1
4,0,6,0,1,0,0,3,1995,0,12,400,365,2,15,45,0,4,1
1,0,5,0,1,0,0,5,1994,1,12,400,370,4,14,34,0,2,1
3,0,5,0,1,0,0,8,1994,1,11,400,377,3,7,34,2,5,1
4,1,5,0,1,0,0,3,1995,0,12,400,364,2,3,32,3,4,1
2,1,6,0,1,0,0,8,1994,1,11,400,367,2,7,44,5,2,1
1,1,5,0,1,0,0,9,1994,1,11,400,365,3,15,31,1,1,1
3,0,4,0,1,0,0,6,1994,0,11,400,374,2,15,47,0,3,1
2,0,6,0,1,0,0,11,1995,1,11,400,372,3,15,41,2,2,1
1,1,6,0,1,0,0,11,1994,1,11,400,370,2,9,47,4,3,1
2,1,1,0,1,0,0,1,1994,1,12,400,364,3,2,33,0,8,1
1,0,2,0,1,0,0,1,1994,0,12,400,14,3,1,24,0,2,1
2,0,5,0,1,0,0,7,1994,1,11,400,384,3,6,55,0,7,1
1,0,6,0,2,0,0,10,1994,1,12,400,381,3,2,28,2,1,1
3,0,6,0,1,0,0,6,1994,0,12,400,368,2,14,38,0,4,1
4,1,6,0,1,0,0,9,1996,1,13,400,368,2,8,46,0,4,1
3,1,6,0,2,0,0,9,1996,1,12,400,365,5,11,45,1,16,1
1,0,6,0,3,0,0,2,1994,1,32,400,365,4,8,38,3,5,1
2,0,6,0,3,0,0,2,1995,1,33,400,366,3,12,35,0,6,1
3,1,6,0,1,1,0,7,1994,0,11,500,363,2,14,39,3,14,1
1,1,6,0,2,0,0,10,1994,0,12,400,365,4,1,70,0,3,1
4,1,5,0,1,0,0,8,1994,1,17,400,378,3,7,36,2,4,1
4,1,6,0,2,0,0,4,1994,1,12,400,371,1,8,50,0,20,1
3,0,6,0,1,0,0,2,1995,0,11,400,371,3,10,30,3,3,1
3,0,6,0,1,1,0,5,1995,1,11,700,359,3,7,53,2,6,1
3,1,7,0,1,0,0,6,1994,1,11,400,366,2,3,54,3,3,1
4,1,5,0,1,0,0,4,1994,0,11,400,362,1,4,26,4,4,1
1,1,5,0,1,0,0,1,1995,0,11,400,365,2,6,43,5,1,1
1,1,6,1,1,0,0,6,1995,1,11,400,379,3,14,45,0,2,1
1,1,6,0,3,0,0,7,1994,1,32,400,365,2,4,40,2,4,1
3,0,0,0,1,0,0,2,1995,1,11,400,366,3,3,19,0,15,1
2,1,5,0,1,0,0,9,1994,1,16,400,363,4,8,33,5,4,1
2,1,7,0,1,1,0,1,1995,1,12,614,37,3,10,49,2,2,1
2,1,5,0,2,0,0,11,1996,1,12,400,368,3,10,29,4,5,1
1,1,3,0,2,0,0,3,1995,0,12,400,370,2,6,31,3,1,1
1,1,5,0,1,0,0,5,1994,1,12,400,387,3,9,37,0,1,1
2,1,6,0,1,1,0,3,1994,1,11,700,365,3,9,34,0,2,1
1,1,6,0,1,0,0,6,1996,1,11,400,365,2,2,37,4,1,1
4,1,5,0,1,0,0,4,1995,1,13,400,366,1,15,30,0,4,1
4,1,6,0,1,0,0,9,1995,1,11,400,365,2,5,46,0,9,1
1,1,4,0,1,0,0,9,1995,1,11,400,373,3,7,33,0,1,1
2,1,6,0,1,1,0,4,1994,1,12,500,371,3,8,39,1,2,1
1,1,7,0,1,0,0,8,1994,1,11,400,365,4,3,45,0,1,1
3,1,7,0,1,0,0,7,1995,1,12,400,373,3,5,48,0,3,1
3,1,5,0,1,0,0,6,1994,1,13,400,415,5,6,32,3,3,1
1,1,4,0,2,0,0,10,1994,1,12,400,366,4,14,35,0,2,1
3,1,3,0,1,0,0,1,1995,1,18,400,359,1,11,22,3,15,1
3,0,4,1,1,0,0,6,1994,0,11,400,374,2,14,47,0,3,1
1,1,5,0,1,0,0,10,1994,1,12,400,381,1,12,37,0,1,1
1,1,6,0,1,0,0,11,1994,1,12,400,361,2,8,54,2,1,1
1,1,4,0,3,0,0,3,1995,1,32,400,361,3,15,34,1,7,1
3,0,6,0,1,0,0,6,1995,1,12,400,424,3,15,49,0,4,1
3,1,6,1,1,0,0,1,1995,1,12,400,360,1,8,32,4,4,1
2,1,5,0,1,0,0,9,1994,0,11,400,372,2,1,31,0,2,1
2,1,0,0,1,0,0,1,1994,1,12,400,361,2,15,19,0,14,1
1,1,7,0,1,0,0,1,1995,1,11,400,365,3,9,51,0,2,1
2,1,5,0,1,0,0,11,1996,0,11,400,359,2,13,26,3,2,1
4,1,4,0,1,0,0,1,1995,1,12,400,30,1,13,38,0,8,1
1,0,2,0,1,0,0,5,1995,1,12,400,359,4,5,19,1,1,1
3,0,5,0,1,0,0,7,1995,1,11,400,373,3,14,35,3,8,1
3,1,7,0,1,0,0,8,1996,1,12,400,374,2,6,77,2,3,1
4,1,6,0,1,0,0,7,1994,1,11,400,365,5,14,38,4,7,1
4,1,5,0,1,0,0,9,1994,1,12,400,371,2,14,36,0,0,1
4,0,7,0,1,0,0,9,1995,1,12,400,378,2,1,41,5,4,1
3,1,6,0,1,0,0,8,1994,0,11,400,372,3,7,56,5,3,1
2,1,5,0,1,0,0,11,1994,0,11,400,366,4,7,25,5,2,1
3,1,6,0,1,0,0,8,1995,0,12,400,365,4,2,57,1,4,1
3,1,5,0,1,0,0,8,1994,1,12,400,379,3,9,34,1,3,1
1,1,7,0,1,0,0,1,1994,1,13,400,367,2,3,57,0,1,1
2,0,6,0,2,0,0,5,1995,1,12,400,359,1,12,31,5,4,1
1,0,6,0,1,0,0,1,1994,0,12,400,369,2,12,26,1,1,1
2,0,5,0,1,0,0,12,1994,0,11,400,369,1,9,28,0,2,1
1,1,5,0,1,0,0,9,1996,1,11,400,369,1,1,44,1,2,1
1,1,4,0,1,0,0,6,1994,0,13,400,410,1,1,22,0,1,1
3,1,6,0,1,0,0,8,1996,1,12,400,365,3,3,46,0,6,1
1,1,7,0,1,0,0,2,1995,1,11,400,377,4,10,59,5,1,1
3,1,5,0,2,0,0,1,1994,1,12,400,362,2,6,32,5,3,1
2,1,7,0,1,0,0,9,1995,1,13,400,372,2,3,52,0,5,1
1,1,6,0,1,0,0,3,1994,1,11,400,365,2,10,45,0,1,1
3,1,5,0,2,0,0,6,1995,0,12,400,361,2,3,34,4,4,1
2,1,6,0,1,0,0,11,1994,1,11,400,363,2,16,43,0,5,1
3,0,6,0,1,0,0,5,1994,0,11,400,365,2,13,38,0,6,1
1,1,6,0,1,0,0,11,1994,1,12,400,361,2,8,54,2,1,1
2,1,6,0,1,0,0,1,1994,1,12,400,19,3,5,40,0,2,1
1,1,5,0,1,0,0,9,1995,1,11,400,373,2,8,27,0,1,1
2,0,6,0,1,0,0,9,1995,1,11,400,412,4,5,45,0,3,1
2,1,6,0,1,0,0,10,1994,0,12,400,365,3,13,44,2,2,1
2,1,6,0,1,0,0,9,1994,0,11,400,373,3,14,36,2,13,1
3,1,6,0,1,0,0,11,1995,1,13,400,366,3,1,29,0,3,1
1,0,2,0,1,0,0,3,1995,1,12,400,359,4,3,19,1,1,1
1,1,6,0,1,0,0,9,1995,1,13,400,399,4,14,34,5,3,1
2,1,6,1,1,0,0,9,1995,1,12,400,365,1,15,43,4,2,1
2,1,6,0,1,0,0,9,1995,1,11,400,362,3,6,64,3,2,1
1,1,7,0,1,0,0,6,1995,1,12,400,365,3,15,71,0,1,1
1,1,6,0,1,0,0,5,1994,1,11,400,365,2,2,37,1,1,1
3,1,5,0,1,0,0,4,1996,0,11,400,366,2,12,32,1,6,1
1,1,5,0,1,0,0,4,1994,1,11,400,365,2,9,33,5,1,1
4,0,5,0,1,0,0,7,1995,0,11,400,366,4,12,26,0,4,1
2,1,7,0,1,0,0,7,1994,1,12,400,373,2,12,74,2,2,1
1,1,6,0,1,0,0,6,1994,0,12,400,366,4,5,35,5,2,1
1,1,3,0,1,0,0,8,1995,0,11,400,364,5,9,29,5,1,1
2,1,2,0,1,0,0,6,1994,1,12,400,362,2,4,64,0,7,1
2,1,3,0,1,0,0,11,1995,0,11,400,366,5,2,22,0,0,1
1,1,6,0,1,0,0,5,1994,1,12,400,366,2,4,37,0,1,1
1,0,7,0,1,0,0,3,1994,1,11,400,381,4,6,59,3,3,1
1,0,6,0,1,0,0,1,1994,1,11,400,361,1,1,36,3,0,1
1,1,6,0,1,0,0,1,1994,1,11,400,32,1,3,53,2,1,1
1,1,4,0,2,0,0,2,1994,0,12,400,374,3,8,26,0,1,1
4,1,5,0,2,0,0,7,1995,1,12,400,374,3,3,41,4,8,1
1,0,4,0,1,0,0,10,1996,1,11,400,370,3,7,29,0,1,1
1,1,6,0,1,0,0,4,1994,1,13,400,372,1,4,57,0,0,1
1,1,5,0,1,0,0,5,1994,1,13,400,366,1,15,31,0,1,1
3,0,6,0,3,0,0,9,1995,1,33,400,366,3,13,34,3,15,1
1,1,6,0,1,0,0,4,1994,0,11,400,368,2,1,39,5,2,1
1,1,5,0,2,0,0,1,1994,1,12,400,365,2,6,32,5,1,1
3,1,7,0,1,0,0,7,1995,1,12,400,373,3,5,48,0,3,1
2,1,6,0,1,0,0,2,1994,1,12,400,360,2,10,47,0,2,1
1,1,6,0,1,0,0,5,1994,1,12,400,365,2,6,38,1,1,1
2,0,5,0,1,0,0,8,1994,1,11,400,370,1,7,26,0,5,1
3,1,6,0,1,0,0,9,1994,1,13,400,364,4,13,60,0,0,1
3,1,4,0,1,0,0,10,1996,1,12,400,366,3,10,28,0,15,1
1,1,5,0,1,0,0,3,1994,0,12,400,368,4,7,28,1,0,1
4,1,3,0,1,0,0,7,1994,0,12,400,414,2,9,26,0,4,1
3,1,5,0,1,0,0,2,1994,1,11,400,376,2,5,41,0,5,1
2,1,5,0,1,0,0,4,1995,1,11,400,366,3,10,31,0,2,1
1,1,6,0,1,0,0,3,1994,1,11,400,362,1,14,47,0,1,1
3,1,4,0,1,0,0,2,1994,1,11,400,366,2,3,32,4,4,1
3,1,7,0,1,0,0,2,1994,1,11,400,359,3,9,76,5,14,1
3,1,5,0,2,0,0,3,1994,1,12,400,365,1,9,28,5,4,1
2,0,5,1,2,0,0,7,1994,1,31,400,377,2,1,27,2,14,1
2,0,6,0,1,0,0,11,1994,1,11,400,360,2,8,54,3,3,1
2,1,6,0,1,0,0,9,1995,1,12,400,366,1,13,29,0,5,1
1,1,6,0,1,0,0,1,1994,1,11,400,33,2,3,51,1,1,1
3,0,6,0,1,0,0,10,1994,1,11,400,385,1,6,53,1,5,1
3,1,6,0,1,0,0,9,1996,1,12,400,368,1,14,73,0,0,1
1,1,6,0,1,0,0,11,1994,1,12,400,365,1,3,40,0,1,1
2,1,4,0,1,0,0,9,1994,0,12,400,362,2,7,56,0,4,1
3,0,4,0,1,0,0,8,1995,1,12,400,372,2,15,38,0,1,1
1,0,5,0,1,0,0,8,1995,0,12,400,383,3,7,54,0,3,1
1,1,7,0,2,0,0,7,1994,1,12,400,363,3,15,69,0,2,1
3,0,6,0,1,0,0,3,1995,0,12,400,365,2,15,46,0,7,1
3,1,7,1,1,0,0,8,1996,1,12,400,365,4,1,46,0,6,1
3,1,5,0,2,0,0,2,1994,0,12,400,365,2,4,32,5,3,1
3,1,6,0,1,0,0,2,1994,0,11,400,376,3,9,62,5,5,1
4,1,5,0,1,0,0,10,1994,1,11,400,361,2,10,29,1,7,1
3,1,7,0,1,0,0,9,1995,1,12,400,372,3,7,50,0,4,1
4,1,5,0,2,0,0,2,1994,0,12,400,365,3,15,26,0,4,1
3,0,6,0,2,0,0,3,1995,0,12,400,366,1,7,46,0,3,1
4,1,6,0,3,0,0,5,1995,1,33,400,370,2,1,48,1,11,1
2,1,6,0,1,0,0,1,1996,1,11,400,364,4,6,52,0,2,1
3,1,4,0,1,0,0,6,1995,1,11,400,366,3,4,24,0,3,1
2,1,6,0,1,0,0,9,1994,0,11,400,377,1,13,45,5,2,1
2,1,6,0,2,0,0,5,1994,1,12,400,360,2,4,36,5,2,1
1,1,7,0,1,0,0,10,1994,1,12,400,365,1,12,50,4,0,1
3,1,6,0,1,0,0,10,1995,0,12,400,371,2,2,49,0,6,1
2,0,5,0,1,0,0,5,1994,1,12,400,388,1,16,31,0,0,1
4,1,2,0,1,0,0,6,1994,0,12,400,385,2,7,25,0,0,1
1,0,5,0,1,0,0,9,1995,0,13,400,366,3,15,36,0,1,1
3,1,7,0,2,0,0,1,1994,1,12,400,379,1,15,48,0,11,1
2,0,6,0,1,0,0,6,1995,1,11,400,477,2,10,43,5,2,1
2,1,6,0,1,0,0,4,1994,1,12,400,359,3,3,55,0,2,1
3,1,5,0,1,0,0,12,1994,0,11,400,365,1,6,34,5,4,1
1,1,6,0,1,0,0,3,1994,1,11,400,365,3,11,43,0,1,1
1,0,6,0,3,0,0,3,1994,1,33,400,370,2,4,41,1,3,1
2,1,5,0,1,0,0,10,1995,1,12,400,365,5,1,30,5,3,1
3,1,6,0,1,0,0,8,1994,1,11,400,372,4,10,57,0,4,1
3,1,6,0,1,0,0,8,1994,1,11,400,371,2,10,50,1,7,1
3,1,5,0,1,0,0,9,1995,0,11,400,394,3,15,27,4,3,1
1,1,7,1,1,0,0,4,1995,1,12,400,371,4,11,73,5,1,1
2,1,6,0,1,0,0,11,1995,1,11,400,365,2,10,27,3,5,1
1,0,2,0,1,0,0,3,1995,1,12,400,359,4,3,19,1,1,1
2,1,7,0,1,0,0,9,1994,1,11,400,365,2,14,57,5,3,1
4,1,6,1,1,0,0,1,1994,1,11,400,361,1,11,35,5,4,1
1,1,2,0,1,0,0,8,1994,1,13,400,373,1,4,20,3,1,1
4,1,6,0,1,0,0,5,1995,0,11,400,365,1,9,38,0,2,1
2,1,5,0,1,0,0,8,1996,1,11,400,379,3,10,30,1,2,1
1,1,6,0,1,0,0,3,1994,1,12,400,365,2,7,37,0,4,1
3,1,7,0,1,0,0,6,1996,1,12,400,423,3,13,49,0,3,1
3,1,6,1,1,0,0,10,1995,0,13,400,372,2,3,48,0,5,1
2,1,5,0,1,0,0,4,1995,0,11,400,365,1,3,42,5,2,1
2,1,5,0,1,0,0,2,1995,1,12,400,367,2,12,34,0,0,1
2,1,6,0,1,0,0,1,1994,0,12,400,371,1,8,36,2,9,1
3,1,4,0,1,0,0,6,1995,1,11,400,366,3,4,24,0,3,1
2,1,5,0,3,0,0,5,1995,1,32,400,361,3,15,35,2,10,1
2,1,7,0,1,0,0,10,1994,1,12,400,366,3,1,49,0,2,1
1,1,6,0,2,0,0,2,1995,1,12,400,369,3,5,38,0,1,1
3,1,7,0,1,0,0,10,1996,1,12,400,366,3,2,65,5,3,1
2,0,6,0,1,0,0,11,1995,1,12,400,412,3,10,45,0,4,1
3,0,5,0,1,0,0,11,1994,1,11,400,373,4,5,33,3,6,1
1,1,5,0,2,0,0,2,1995,1,12,400,365,2,9,32,5,1,1
2,1,7,0,1,0,0,4,1994,1,12,400,366,3,6,53,3,2,1
3,1,6,0,2,1,0,7,1995,1,12,700,381,1,4,36,2,6,1
2,1,1,0,1,0,0,4,1994,1,11,400,367,2,2,19,2,6,1
2,1,5,0,1,0,0,12,1996,0,11,400,371,1,15,43,3,3,1
3,0,6,0,1,0,0,10,1994,1,11,400,373,3,14,30,3,6,1
3,1,5,1,2,0,0,9,1995,1,31,400,372,3,5,28,2,15,1
3,1,6,0,1,0,0,6,1995,1,12,400,375,3,4,48,1,3,1
2,1,5,0,1,0,0,8,1994,1,11,400,399,3,11,29,3,4,1
4,1,6,0,1,0,0,4,1994,1,11,400,366,1,6,52,0,8,1
1,1,6,0,1,0,0,7,1995,0,12,400,383,3,8,52,1,1,1
2,1,4,0,1,0,0,8,1994,1,12,400,363,4,1,65,0,10,1
1,1,6,0,1,0,0,3,1994,1,11,400,107,3,1,50,0,4,1
1,0,5,0,1,0,0,3,1994,0,11,400,366,2,5,35,0,1,1
2,0,5,0,1,0,0,2,1994,0,11,400,369,2,11,28,3,2,1
1,0,5,0,1,0,0,8,1994,0,11,400,384,3,6,54,0,7,1
1,1,5,0,1,0,0,9,1994,0,11,400,459,3,2,36,0,1,1
4,0,5,0,1,0,0,7,1994,1,11,400,375,3,7,41,5,5,1
1,1,6,1,1,0,0,11,1994,1,12,400,360,4,5,71,0,2,1
4,0,7,0,3,0,0,7,1995,1,33,400,371,3,5,52,0,8,1
1,1,5,0,1,0,0,5,1995,1,11,400,365,1,3,34,0,3,1
2,1,5,0,1,0,0,12,1994,0,11,400,367,4,5,26,5,5,1
4,1,3,0,1,0,0,4,1995,0,12,400,361,2,14,25,4,4,1
3,1,2,0,1,0,0,10,1995,0,11,400,379,2,15,21,0,3,1
3,1,5,0,1,0,0,4,1994,1,11,400,389,4,6,27,2,4,1
2,1,6,0,1,0,0,10,1995,1,11,400,367,4,15,48,5,9,1
2,1,5,0,1,0,0,6,1995,0,11,400,361,1,3,35,3,3,1
3,0,5,0,1,0,0,7,1995,1,11,400,373,3,14,35,2,9,1
1,1,7,0,1,0,0,7,1994,1,12,400,365,3,11,53,1,0,1
3,0,5,0,1,0,0,8,1994,1,11,400,378,3,7,29,0,6,1
3,1,4,0,1,0,0,3,1994,0,12,400,365,3,3,32,2,4,1
1,1,5,0,2,0,0,7,1994,0,12,400,362,2,2,34,1,3,1
3,1,4,0,1,0,0,4,1995,0,11,400,366,1,6,25,0,3,1
1,1,6,0,1,0,0,12,1994,1,11,400,365,1,3,38,2,2,1
3,1,4,0,1,0,0,6,1995,1,11,400,366,2,3,24,0,3,1
1,0,6,0,1,0,0,7,1994,1,13,400,362,1,14,36,0,0,1
3,0,5,0,1,0,0,3,1995,1,11,400,367,3,16,28,0,3,1
4,0,6,0,1,0,0,2,1995,1,11,400,374,4,4,30,3,8,1
1,1,7,0,1,0,0,9,1995,1,12,400,375,1,15,73,0,1,1
1,1,4,0,1,0,0,9,1995,0,12,400,369,2,14,33,1,1,1
3,1,5,0,1,0,0,9,1994,1,11,400,368,4,3,26,0,3,1
3,1,5,0,1,0,0,9,1994,0,11,400,366,4,4,28,5,7,1
3,0,5,0,1,0,0,11,1994,1,11,400,373,4,5,33,3,6,1
2,1,5,0,2,0,0,4,1995,0,12,400,365,1,9,29,0,2,1
4,1,5,0,2,0,0,1,1994,0,12,400,365,3,15,26,0,4,1
2,0,4,0,1,0,0,7,1994,0,11,400,365,4,13,23,0,2,1
3,1,5,1,1,0,0,5,1994,1,12,400,367,2,15,36,1,14,1
3,1,6,0,1,0,0,6,1996,1,12,400,380,1,2,48,2,3,1
3,1,3,0,1,0,0,1,1995,1,12,400,5,4,1,31,0,3,1
2,0,6,0,1,0,0,5,1995,0,12,400,371,1,11,58,0,0,1
1,1,4,0,1,0,0,2,1994,0,11,400,373,4,4,32,0,1,1
3,1,5,0,2,0,0,1,1994,0,12,400,364,3,7,33,5,3,1
1,1,1,0,2,0,0,4,1994,1,12,400,388,3,3,21,0,4,1
4,0,4,0,1,0,0,4,1994,0,11,400,375,3,5,34,0,4,1
2,1,7,0,1,0,0,9,1994,0,12,400,367,2,14,60,4,2,1
1,1,6,0,1,0,0,7,1994,1,13,400,366,4,11,55,0,0,1
3,1,6,0,1,0,0,6,1996,1,11,400,362,2,2,34,4,3,1
4,1,6,0,1,0,0,7,1994,1,11,400,365,3,4,47,0,20,1
2,0,6,0,1,0,0,8,1995,1,11,400,413,4,4,45,0,3,1
2,1,6,0,1,0,0,4,1995,1,12,400,391,1,11,51,5,3,1
2,1,5,1,3,0,0,4,1994,1,33,400,361,3,6,28,0,10,1
2,1,7,0,1,0,0,2,1994,1,12,400,365,4,7,54,0,5,1
3,1,3,0,1,0,0,10,1995,1,12,400,405,4,5,34,0,3,1
1,1,6,0,1,0,0,5,1995,0,12,400,382,4,11,54,1,1,1
1,1,6,0,2,0,0,5,1995,1,12,400,365,2,7,39,0,1,1
3,1,7,0,1,0,0,8,1994,0,11,400,359,1,10,44,0,3,1
1,1,6,0,1,0,0,5,1994,1,13,400,366,4,4,36,5,2,1
2,1,4,1,1,0,0,4,1994,0,13,400,373,1,2,24,0,3,1
4,1,6,0,1,0,0,5,1995,1,12,400,391,1,1,57,0,4,1
1,1,6,0,1,0,0,1,1996,1,11,400,366,2,8,44,1,3,1
2,1,6,0,2,0,0,1,1995,0,12,400,365,4,12,39,0,3,1
1,1,5,0,2,0,0,2,1994,1,12,400,366,2,5,32,5,1,1
3,1,5,0,2,0,0,2,1994,1,13,400,364,2,13,40,0,15,1
2,1,7,0,1,0,0,5,1994,1,11,400,367,2,6,52,5,2,1
3,0,5,0,1,0,0,4,1994,1,11,400,378,3,5,36,0,3,1
1,1,5,0,1,0,0,8,1994,1,11,400,371,1,7,27,0,3,1
1,1,7,0,2,0,0,7,1994,1,12,400,363,2,15,68,0,2,1
1,0,5,0,2,0,0,1,1994,0,12,400,13,4,14,40,4,2,1
2,1,6,0,1,0,0,2,1994,1,11,400,367,1,10,45,0,2,1
2,1,6,1,1,1,0,4,1995,0,12,700,365,3,10,40,2,5,1
2,1,6,0,2,0,0,1,1994,1,12,400,363,2,15,66,4,5,1
1,0,5,0,1,0,0,3,1994,1,13,400,370,4,15,35,2,2,1
2,1,4,0,2,0,0,5,1995,1,12,400,371,3,10,49,0,14,1
1,1,6,0,1,0,0,6,1996,1,11,400,365,2,2,36,4,1,1
1,1,6,0,1,0,0,10,1995,1,12,400,372,2,3,52,0,4,1
3,1,5,0,2,0,0,1,1994,0,12,400,363,3,7,33,5,3,1
4,1,6,0,1,0,0,5,1995,1,11,400,375,2,2,39,5,5,1
1,1,5,0,1,0,0,1,1995,0,12,400,365,3,15,24,5,1,1
2,1,7,0,1,0,0,10,1994,1,12,400,366,3,2,49,0,2,1
3,1,6,1,1,0,0,4,1996,0,11,400,378,4,12,47,0,5,1
2,1,6,0,2,0,0,5,1994,1,12,400,369,2,1,43,0,3,1
1,0,1,0,1,0,0,11,1996,0,12,400,365,4,6,20,0,2,1
2,1,5,0,2,0,0,10,1995,1,12,400,368,3,9,32,5,4,1
2,1,6,0,1,0,0,10,1994,1,11,400,365,4,2,41,0,2,1
2,1,6,0,1,0,0,5,1995,1,11,400,365,1,2,41,5,2,1
4,1,6,0,1,0,0,5,1994,1,11,400,396,1,1,57,1,4,1
3,1,7,0,1,0,0,8,1996,1,12,400,376,3,4,76,3,3,1
2,1,7,0,1,0,0,7,1994,1,12,400,371,1,10,64,5,9,1
3,1,5,0,2,0,0,1,1994,0,12,400,365,3,13,27,0,5,1
3,1,6,0,1,0,0,2,1994,0,11,400,376,3,4,62,5,4,1
2,1,6,0,1,0,0,1,1995,1,12,400,14,4,11,43,4,3,1
1,1,4,0,1,0,0,1,1994,0,12,400,362,3,9,33,5,1,1
1,1,5,1,2,0,0,10,1994,0,21,400,360,3,2,25,4,5,1
3,1,6,0,1,0,0,7,1994,1,11,400,366,3,13,33,5,6,1
2,1,7,0,1,0,0,9,1995,1,13,400,373,1,8,51,0,2,1
2,1,6,0,1,0,0,1,1994,1,13,400,365,3,3,26,0,0,1
2,1,6,0,1,0,0,1,1994,0,12,400,361,1,2,55,2,2,1
3,0,5,0,1,0,0,2,1994,0,11,400,367,3,15,27,0,3,1
1,0,5,0,2,0,0,10,1994,0,12,400,377,3,15,48,0,2,1
2,0,4,0,2,0,0,6,1994,0,12,400,373,2,14,48,0,4,1
1,1,5,0,1,0,0,2,1994,1,12,400,365,2,1,26,0,0,1
2,1,6,1,1,1,0,7,1995,1,12,700,366,1,13,31,0,2,1
1,1,5,0,1,0,0,3,1994,1,12,400,373,2,10,26,2,0,1
1,1,6,0,1,0,0,10,1995,1,13,400,398,1,14,34,5,1,1
2,1,4,0,2,0,0,2,1994,0,12,400,374,1,2,34,0,1,1
1,1,7,1,1,0,0,9,1995,1,11,400,367,2,12,64,0,1,1
1,0,6,0,2,0,0,10,1994,1,12,400,386,3,2,32,3,3,1
